
author,time,text,coordinates,place
parkert91417084,2020-01-28 22:57:08,"RT @akashanav: I’ll take this to the grave: 

Had Belichick not called Kyle Shanahan and John Lynch in October 2017 about Jimmy Garoppolo,…",,
AG_dre_90,2020-01-28 22:57:09,"Every major football, soccer and tennis event wants to be at our stadium",,
telephony55,2020-01-28 22:57:09,RT @Michell45429532: @LifeNewsHQ @FOXSports Fox has changed so quickly from the news channel that we admired. I no longer watch them.,,
RevPaulRevere,2020-01-28 22:57:11,RT @yardbarker: Who sang the national anthem at every Super Bowl? (via @1DanTran) @nfl @SuperBowl @49ers @Chiefs #nfl #football #superbowl…,,
MontanaMama40,2020-01-28 22:57:17,"Handmade in IT by our 14 year old.
Go @Chiefs! #SuperBowlLIV https://t.co/s58BvJJuJE",,
texan_maga,2020-01-28 22:57:17,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
joshklingler,2020-01-28 22:57:17,"I asked him who he'd get the ball in an Andy Reid offense, he had a great answer #Chiefs",,
ZBlostein247,2020-01-28 22:57:20,RT @247Sports: Report: NFL and San Francisco 49ers deemed University of Miami practice field unsafe prior to Super Bowl week; after initial…,,
HeidiFang,2020-01-28 22:57:21,Jimmy Garoppolo talks about his days playing linebacker &amp; the crazy ride he's had. #SBLIV https://t.co/lmd0t0VVr2,,
JenOneillinKC,2020-01-28 22:57:22,@jimmykimmel @AdamPerryLang We are so excited! @Chiefs #ChiefsKingdom https://t.co/upAu6f2EOD,,
Survivor_JohnS,2020-01-28 22:57:23,"RT @opcares: Let's keep that @Chiefs spirit going! Animal Control Officers Amy Nash and Mike Hyde are sporting some awesome hats today.

OP…",,
ObeyNick,2020-01-28 22:57:23,"RT @MySportsUpdate: Tyreek Hill says he always laughs when Patrick Mahomes comes to the huddle because he sounds like Kermit the Frog.

htt…",,
BuckBanditReno,2020-01-28 22:57:24,"Click link in bio
🏃‍♂️💨WE UP 🙌🔥🔥🔥🔥
BUCK BANDIT PODCAST || S1 E1
https://t.co/oZfT3v2uSA
Hosts: @BuckBanditReno &amp; @BuckBanditP
featuring:
Topics:
1. Superbowl 54 Predictions (@49ers vs @kcchiefs)
2. Thoughts on… https://t.co/T8wSrgCyQg",,
keithfarley80,2020-01-28 22:57:25,@danorlovsky7 @TrackStarGazing @49ers I laugh at everyone who ask how we are gonna stop the chiefs mediocre recievers. Oh yeah i forgot hardman and hill and robinson run such precise routes through the middle of the field. They're in over they're head sunday and that's facts,,
Strongsilvero9,2020-01-28 22:57:26,RT @JamesPalmerTV: Patrick Mahomes' growth in a specific area this season has played a key role in how RB Damien Williams is used within Ka…,,
Mayday12A,2020-01-28 22:57:27,"RT @ToddFuhrman: SUPERBOWL EDITION of @BetTheBoardPod is LIVE! 

@PayneInsider and I deep dive...

▶️ Are the 49ers &amp; Chiefs the 2 Best Tea…",,
NYJEraWRLD,2020-01-28 22:57:28,@Chiefs Wait am I missing something?,,
__Negacion__,2020-01-28 22:57:29,"RT @HardRockStadium: Dressed to impress 🎨

@NFL x @SuperBowl https://t.co/4fhJxtwv3u",,
AlbaVeritas,2020-01-28 22:57:29,SOUNDS GREAT! 💜😇💜,,
Mdzxjose,2020-01-28 22:57:29,@snasti49 @DKatsikogiannis @NFLonFOX Baker mayfield could win with that team and cosching staff man stop it,,
sbeachstud,2020-01-28 22:57:34,"RT @pitbull: 5 days #GetReady 
#SBLIV @NFL @NFLonFOX https://t.co/Pt6ikIqcNs",,
sabrinayoung23,2020-01-28 22:57:34,"RT @pitbull: 5 days #GetReady 
#SBLIV @NFL @NFLonFOX https://t.co/Pt6ikIqcNs",,
US_DreamAcademy,2020-01-28 22:57:36,"Oh no! What's that you say? The US Dream Academy Super Bowl ticket auction ends in two hours?? Don't worry, it's not too late! 

Visit the link below to enter you bid by 8:00 PM TONIGHT and make a significant difference in the lives of our students 🥳

https://t.co/rw2KkGRv68 https://t.co/VtUAdiSkpx",,
Phistergash,2020-01-28 22:57:37,"@danorlovsky7 @49ers Who covers Kittle?
Who covers Deebo?
Who covers Emmanuel Sanders?
Who covers Bourne?
Who covers Juice/Mostert?

Now let me ask you this: which team had the #1 Pass Defense in the NFL this year?

This is indeed a problem. For the Chiefs.",,
EBASports,2020-01-28 22:57:39,@ptownjake @DigitalTrends @FOXSports @verizon @Twitter Great content from the @DigitalTrends team!,,"Place(_api=<tweepy.api.API object at 0x12e06ce90>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/0121b92345f0e2b4.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x12e06ce90>, type=u'Polygon', coordinates=[[[-80.147162, 25.761308], [-80.147162, 25.872623], [-80.118763, 25.872623], [-80.118763, 25.761308]]]), full_name=u'Miami Beach, FL', attributes={}, id=u'0121b92345f0e2b4', name=u'Miami Beach')"
ArrowheadMagic,2020-01-28 22:57:39,"RT @AndrewABC17: Watch: Former NFL QB Michael Vick had VERY high praise for #Chiefs QB Patrick Mahomes.

""He's everything you want in a qua…",,
rkellz__,2020-01-28 22:57:40,@trevcampbell6 @JWright929espn @danorlovsky7 @49ers Titans ran the ball 3 times in the second half. Henry had almost 80 yards in the first. That’s a lot more telling than the box score.,,
TheRealPodVader,2020-01-28 22:57:41,"To say this is ""super"" would be a pun. To say this is extraordinary work from @SharpFootball is fact. Enjoy the read. I'll be citing it on @NFUpodcast",,
EBASports,2020-01-28 22:57:43,RT @ptownjake: We have a crew from @DigitalTrends down in Miami covering the tech side of #SBLIV - from social coverage to the first 1080p…,,
WingzOnMe,2020-01-28 22:57:43,"RT @JoriEpstein: Troy Aikman says ""yes, without a doubt"" 2019 Cowboys roster was as talented as billed.

""To a man,"" Troy said, ""there’s no…",,
Al3XDMartinez,2020-01-28 22:57:43,"@MaioccoNBCS if the @49ers win the super bowl, you know what day the parade would be in #SF?",,
ScottInTheBay,2020-01-28 22:57:44,My former umpire when I was pitching in Pony baseball &amp; high school coach...,,
RiCrane9418,2020-01-28 22:57:45,"RT @AndrewABC17: Watch: #Chiefs WR Sammy Watkins was asked what Kansas City will be like if they win the Super Bowl on Sunday.

""Man, I thi…",,
RichDaFactor3,2020-01-28 22:57:45,"RT @mickshaffer: “My Photographer Is With Patrick Mahomes”, Ep. 2, Season 1. https://t.co/lz4zm0iOQJ",,
kylecoffey11,2020-01-28 22:57:46,She’s a freaking beaut,,
jsan_78,2020-01-28 22:57:47,"RT @NFLonFOX: ""I just met @TheRock and Travis Kelce's here, so yeah I'm living my best life."" 🤩

- @49ers TE @gkittle46 https://t.co/q8EmiN…",,
MichaelDendor,2020-01-28 22:57:47,RT @247Sports: Report: NFL and San Francisco 49ers deemed University of Miami practice field unsafe prior to Super Bowl week; after initial…,,
__ChristianC_,2020-01-28 22:57:49,RT @wopetu_: Alright so whos buying my Super Bowl LIV Chiefs Jersey for me??,,
insan1ty3056,2020-01-28 22:57:50,RT @jjones9: Patrick Mahomes told me he will have his barber fly in from Kansas City to give Mahomes a fresh cut Friday before the Super Bo…,,
Tierno158,2020-01-28 22:57:50,The Super Bowl is on Groundhog Day. If Fox Sports announcer Joe Buck calls the locker room the “dressing room” we are guaranteed 6 more weeks of Winter. https://t.co/oRZaJHqGpp,,"Place(_api=<tweepy.api.API object at 0x12e06ce90>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/008338532a26abed.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x12e06ce90>, type=u'Polygon', coordinates=[[[-82.688331, 27.424889], [-82.688331, 27.52306], [-82.459019, 27.52306], [-82.459019, 27.424889]]]), full_name=u'Bradenton, FL', attributes={}, id=u'008338532a26abed', name=u'Bradenton')"
GRANADAPOSTERS,2020-01-28 22:57:52,Jimmy Johnson hasn't heard from Jerry Jones other than statement https://t.co/tzHXlLkd5t via @ProFootballTalk,,
Travis_Rodgers4,2020-01-28 22:57:52,"RT @ScottBarrettDFB: How to get paid to go to Super Bowl LIV:  

1) Bet $5K max on highlighted 
2) Buy SB LIV ticket 
3) Run onto the field…",,
ImMsDorianGray2,2020-01-28 22:57:53,RT @_ericdavis_: All good! There’s room... But you got to pay for a seat now. 😂 @49ers,,
robertoslocos,2020-01-28 22:57:53,@danorlovsky7 @49ers it is all going to be up to that DLine not giving Mahomes the time and make it hurt when they do hit him and Hill.,,
akimondo127,2020-01-28 22:57:54,"RT @pitbull: 5 days #GetReady 
#SBLIV @NFL @NFLonFOX https://t.co/Pt6ikIqcNs",,
SammieVon69,2020-01-28 22:57:55,"RT @MaskedSingerFOX: Do #RobotMask and #LlamaMask have what it takes to be an @NFLonFOX mascot? 

The @RamsNFL and @Seahawks mascots stop b…",,
andersondylan32,2020-01-28 22:57:55,@TheDeemerReamer @FOXSports @ShannonSharpe We’ll see what happens,,
Eyesofreality,2020-01-28 22:57:56,"RT @KeithBritton86: .@RossTuckerNFL on @BullandFox: #Browns ""not that far away from being a Niners-type team, especially if Stefanski can c…",,
texasmom2many,2020-01-28 22:57:56,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
khobi_p,2020-01-28 22:57:58,"RT @CameronWolfe: Patrick Mahomes II will be the 7th black QB to start in a Super Bowl and could be the 3rd to win one.

Mahomes opened up…",,
ReviewsMall,2020-01-28 22:58:00,RT @SCCTradingCards: Retweet this tweet if you believe that Patrick Mahomes (@PatrickMahomes) can lead the @Chiefs to a #SuperBowl victory!…,,
OfficialGalen,2020-01-28 22:58:01,TWO DAYS AWAY. Wishing I was in Miami - what a crazy weekend for sports. #MiamiFightNight #SBLIV,,
JoshChavis65,2020-01-28 22:58:02,"@FOXSports @WhitlockJason Like all fledgling media members during Super Bowl week, I fear Jason has already run out of shit to talk about.",,
swissbusiness,2020-01-28 22:58:02,Meet the first medical doctor playing in the NFL. He'll play at Super Bowl LIV https://t.co/PyomM9UWhI,,
Toga11663,2020-01-28 22:58:03,"RT @Chiefs: Congratulations to Ariana, our winner of the Next 100 Super Bowl Contest! Tune in to Super Bowl LIV right before kickoff to see…",,
MommaMiaB1,2020-01-28 22:58:05,Like a kid in a candy store 😏,,
HHS_Athletics_1,2020-01-28 22:58:07,"T. Suggs representing for Hamilton! 
#HuskyPride 
@Husky_Football7",,"Place(_api=<tweepy.api.API object at 0x12e06ce90>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/52445186970bafb3.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x12e06ce90>, type=u'Polygon', coordinates=[[[-111.972849, 33.203761], [-111.972849, 33.36114], [-111.788898, 33.36114], [-111.788898, 33.203761]]]), full_name=u'Chandler, AZ', attributes={}, id=u'52445186970bafb3', name=u'Chandler')"
RandySeng,2020-01-28 22:58:07,@danorlovsky7 @49ers Who’s blocking that entire defensive front?,,
SherryFleming2,2020-01-28 22:58:09,RT @SInow: Are Eagles fans rooting for Andy Reid to win his first Super Bowl as a head coach? https://t.co/e4rHS2MQEl https://t.co/U1Evn55J…,,
browns2211,2020-01-28 22:58:09,"RT @KeithBritton86: .@RossTuckerNFL on @BullandFox: #Browns ""not that far away from being a Niners-type team, especially if Stefanski can c…",,
JAHatley,2020-01-28 22:58:10,"RT @NFL: It went down as a 27-yard TD run, but @PatrickMahomes doubled it in total distance traveled. 😱 

#NextGenStats | @Chiefs https://t…",,
DMVCoop301,2020-01-28 22:58:11,RT @247Sports: Report: NFL and San Francisco 49ers deemed University of Miami practice field unsafe prior to Super Bowl week; after initial…,,
petreflorea,2020-01-28 22:58:15,WE LOVE OUR THE GREAT PRESIDENT IN THE HISTORY OF USA,,
sportshist,2020-01-28 22:58:15,"RT @nflthrowback: One play in the @SuperBowl can make you a legend forever 🙌 @Giants (Feb. 3, 2008) https://t.co/pDqb9PeWi0",,
Ben_Baby,2020-01-28 22:58:17,"RT @CameronWolfe: Patrick Mahomes II will be the 7th black QB to start in a Super Bowl and could be the 3rd to win one.

Mahomes opened up…",,
ssmcmahon1,2020-01-28 22:58:18,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
tmoneywon,2020-01-28 22:58:18,@SarahSpain In college they used to call me Higgins.......and yes it just isn't summer unless I'm wearing a Hawaiian Shirt.....Right @fluffyguy Coach Reid got it going......https://t.co/e3Rba1uLTE,,
Bahlerion_,2020-01-28 22:58:20,RT @PalmerGuyBoston: Andy Reid calming the nerves of Patriots nation “They will be back” https://t.co/p5vmY3mUay,,
darcyhowe,2020-01-28 22:58:21,RT @BungiiApp: .@Chiefs if you need help hauling a trophy in the next week give us a shout #ChiefsKingdom,,
kaviusbroncos18,2020-01-28 22:58:22,RT @RapSheet: #Chiefs coach Andy Reid says at his press conference that his team has no injuries. “We’re healthy and ready to go.” Both tea…,,
ERYNNicole6,2020-01-28 22:58:23,RT @JamesPalmerTV: Patrick Mahomes' growth in a specific area this season has played a key role in how RB Damien Williams is used within Ka…,,
Eviljbbrisco,2020-01-28 22:58:25,@gmfb It’ll be this Sunday by Patrick Mahomes go @Chiefs #ChiefsKindgom ✌️,,
MikeyTiz1028,2020-01-28 22:58:25,"RT @WWEonFOX: Special @FoxSports correspondent, 'The Big Dog' @WWERomanReigns made 'Opening Night' of #SB54 his yard when he interviewed so…",,
OscarCarranzaJ2,2020-01-28 22:58:25,RT @BaldyNFL: .@49ers #K’WaunWilliams is the “Nickel” CB for the #49ers and it’s a role that is vital to their success in all phases having…,,
SamuelAngiulli,2020-01-28 22:58:25,"RT @theAUDL: BREAKING: AUDL is partnering with @FOXSports for the ""Game of the Week"" during the #AUDL2020 season.

&gt;&gt;https://t.co/ENKcwejvy…",,
Slanted_Skid,2020-01-28 22:58:26,7th street baby.,,
JimJim4077,2020-01-28 22:58:27,"RT @NFLUK: Get to know... @49ers

Retweet if you're backing the Niners on Sunday. https://t.co/fYgqIzK1DE",,
ibangel,2020-01-28 22:58:27,"For First Time Ever, Drag Queens Will Be Featured In Super Bowl LIV Ad, Marking The Ongoing Relentless Push By Global Elites To Normalize Perversion • Now The End Begins https://t.co/F2aWyRS3MA",,
Cox53Jon,2020-01-28 22:58:29,RT @JeffDarlington: Andy Reid has always desired that his players let their personalities show. As the #Chiefs take center stage in Miami t…,,
martinalive,2020-01-28 22:58:30,must be broadcasted!!,,
SaintsNashville,2020-01-28 22:58:31,RT @247Sports: Report: NFL and San Francisco 49ers deemed University of Miami practice field unsafe prior to Super Bowl week; after initial…,,
EllySuperwoman,2020-01-28 22:58:31,"RT @NFLUK: Get to know... @49ers

Retweet if you're backing the Niners on Sunday. https://t.co/fYgqIzK1DE",,
JamieKlingensm4,2020-01-28 22:58:32,@Chiefs I so want the Chiefs to win,,
AdamTun13,2020-01-28 22:58:32,"RT @SportsCenter: ""The Mamba Mentality still lives on.""

—@RSherman_25 on playing Super Bowl LIV for Kobe https://t.co/sDXXvdOEwJ",,
ERYNNicole6,2020-01-28 22:58:32,"RT @TomPelissero: We're live at the #Chiefs hotel, talking Patrick Mahomes and Damien Williams, who says of his Super Bowl Sunday return to…",,
Kevin53_,2020-01-28 22:58:33,@MakeupMom2 San Francisco forty niners vs the Kansas City chiefs,,
Benjerman99,2020-01-28 22:58:34,RT @247Sports: Report: NFL and San Francisco 49ers deemed University of Miami practice field unsafe prior to Super Bowl week; after initial…,,
RonnieLester16,2020-01-28 22:58:36,@BrighthouseFin Watching Patrick Mahomes Raising the SUPERBOWL trophy!,,
cookieblack,2020-01-28 22:58:36,"RT @undisputed: ""The game keeps evolving. Larry Bird had the perfect shot and form, now Steph Curry's barely touching the ball and it's jus…",,
brownsfandean,2020-01-28 22:58:38,"@sternshow @Chiefs @49ers @cwotd @HowardStern @cwotd man if the Browns ever get there I will feel the exact same way man!  Enjoy it dude, rooting for the Chiefs for sure!",,
MitchFord5,2020-01-28 22:58:38,RT @stefenwiz61: My favorite interview from opening night:,,
KennethCassway,2020-01-28 22:58:39,@MSHPTrooperA @Chiefs I will keep this simple. DONT WATCH THE GAME ON YOUR CELL PHONES OR DEVICES WHILE DRIVING! https://t.co/3BBA90377n,,
KeishaJake,2020-01-28 22:58:43,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
MattLayden1,2020-01-28 22:58:43,"Hi,@SprungOnSports. I was wondering if you could please ask @FOXSports to hire @HannahStormESPN , @sam_ponder and @ALaForce to join @FOXSports .",,
TP_Spreutels,2020-01-28 22:58:44,"RT @MaskedSingerFOX: Do #RobotMask and #LlamaMask have what it takes to be an @NFLonFOX mascot? 

The @RamsNFL and @Seahawks mascots stop b…",,
andrewspartz1,2020-01-28 22:58:45,"RT @MaskedSingerFOX: Do #RobotMask and #LlamaMask have what it takes to be an @NFLonFOX mascot? 

The @RamsNFL and @Seahawks mascots stop b…",,
dannynesbitt,2020-01-28 22:58:46,"RT @Saints: Congrats to Kylie, our winner of the Next 100 Super Bowl contest!

@demario__davis, @A_kamara6, @camjordan94, and @teddyb_h2o s…",,
Mag_1893,2020-01-28 22:58:46,"@danorlovsky7 @49ers Ok? How are the chiefs going to stop the niners?
Who covers Kittle?
Who covers Deebo?
Who covers Sanders?
Who covers Bourne?
Who covers the 3 headed beast?
You have to start actually watching the niners games bro. This will be a great game for both sides smh. Dumbass",,
parkert91417084,2020-01-28 22:58:47,"RT @nflthrowback: One play in the @SuperBowl can make you a legend forever 🙌 @Giants (Feb. 3, 2008) https://t.co/pDqb9PeWi0",,
shefalikulkarni,2020-01-28 22:58:47,"Are you ready for some football? Me either -  but did you know some #NFL twitter accounts were recently hacked including the San Francisco 49ers &amp; the Kansas City Chiefs (the two teams playing in the #SuperBowl this weekend)
 https://t.co/EylbPmgYAM (by @Cat_Zakrzewski)",,
SKYRIDER4538,2020-01-28 22:58:48,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
poche_uri,2020-01-28 22:58:49,"RT @HardRockStadium: Dressed to impress 🎨

@NFL x @SuperBowl https://t.co/4fhJxtwv3u",,
rohnan01,2020-01-28 22:58:49,"RT @MySportsUpdate: Tyreek Hill says he always laughs when Patrick Mahomes comes to the huddle because he sounds like Kermit the Frog.

htt…",,
Pedroffernande4,2020-01-28 22:58:49,Check out San Francisco 49ers super bowlL NFL  ASHTRAY AND LIGHTER GIFT SET FOOTBALL #Unbranded https://t.co/LzjlxMjQAX via @eBay,,
Basic_Bumble_B,2020-01-28 22:58:51,"RT @MySportsUpdate: Tyreek Hill says he always laughs when Patrick Mahomes comes to the huddle because he sounds like Kermit the Frog.

htt…",,
Johnathon_Dzek,2020-01-28 22:58:51,@danorlovsky7 @49ers I think they keep mostly zone and keep kwon in the box to play spy on mahomes to just let Bosa and Ford play gamebreaker.,,
15Tuck,2020-01-28 22:58:51,"Not going to lie, I kinda get a KICK out of this 🤣",,
stanverrett,2020-01-28 22:58:52,"RT @CameronWolfe: Patrick Mahomes II will be the 7th black QB to start in a Super Bowl and could be the 3rd to win one.

Mahomes opened up…",,
ShawnPorterJr,2020-01-28 22:58:52,"RT @MySportsUpdate: Tyreek Hill says he always laughs when Patrick Mahomes comes to the huddle because he sounds like Kermit the Frog.

htt…",,
jimmitchell70,2020-01-28 22:58:53,RT @KrisKetzKMBC: With the one and only #16 Len Dawson.  @Chiefs #ChiefsKingdom #SuperBowlLIV #SuperBowl #SFvsKC #MVP @KMBC https://t.co/ZL…,,
AustinTobak,2020-01-28 22:58:56,RT @Dameshek: Found this conversation with Jimmy Garoppolo's family &amp; a cleanshaven potbellied dope at the 2014 NFL Draft (on Mothers Day)…,,
PhinsMSP,2020-01-28 22:58:57,"@TheHerd @ColinCowherd When I first heard about the Alex Smith trade I thought Andy Reid was crazy to hand the keys over to Mahomes so soon.

So, yeah, I'm going to have to defer on the whole ""seeing things before others"" and ""Are they smarter than you?"" topics.",,
Jon_D_,2020-01-28 22:58:57,Miami is a dumpster fire,,
KentaSato2289,2020-01-28 22:59:00,"RT @MySportsUpdate: Tyreek Hill says he always laughs when Patrick Mahomes comes to the huddle because he sounds like Kermit the Frog.

htt…",,
KorsakoffK,2020-01-28 22:59:03,@HOMAGE @FOXSports Bring back the Bud ice logo and bud ice penguin https://t.co/DJww69502M,,
rachnstuff,2020-01-28 22:59:03,this is so interesting!!!!!! i definitely think she's going over 2 minutes. https://t.co/9Zfi65T08D,,
SarahSpain,2020-01-28 22:59:04,"It's @SpainandCompany NOW on @espnradio! 

@CourtneyRCronin joins me to talk Super Bowl Opening Night, the weirdest SB LIV prop bets, contract decisions for the Chiefs &amp; more. 

LEGGGOOOOOOOOOO https://t.co/BHxtmfCCjS",,
joshklingler,2020-01-28 22:59:05,"I asked him how he'd get the ball in an Andy Reid offense, his answer is pretty good.  #Chiefs",,
JayErv,2020-01-28 22:59:06,RT @CjWilson850: 😂😂😂😂😂 them boys really tried to argue that the field wasn’t trash. Broke boys,,
ozwestie,2020-01-28 22:59:06,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
RabidMemes,2020-01-28 22:59:06,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
AnthonyShiffra,2020-01-28 22:59:07,"RT @packers: .@Showtyme_33 helped us surprise Braylon, our winner of the @NFL Next 100 Super Bowl Contest!

Tune into Super Bowl LIV right…",,
Gordo19571,2020-01-28 22:59:07,@TedWellsMustach @Sidelinecreepin @49ers @Patriots So fall on it...Go Jimmy,,
HighlifeHeaden,2020-01-28 22:59:09,"RT @MySportsUpdate: Tyreek Hill says he always laughs when Patrick Mahomes comes to the huddle because he sounds like Kermit the Frog.

htt…",,
_John_Shipley,2020-01-28 22:59:09,"""The U-Haul is back""",,
evanabsher,2020-01-28 22:59:10,RT @geoffschwartz: @danorlovsky7 @49ers Very disrespectful to the Sausage @Shermanator_42.,,
DamooreJanice,2020-01-28 22:59:10,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
quickslanding,2020-01-28 22:59:11,But will run politics ads. Fox News is become far left. Time for patriots to watch OAN,,
TheCrookedVet,2020-01-28 22:59:11,"RT @PeterBurnsESPN: @danorlovsky7 @49ers Chiefs are LSU.
Too many options to constantly stop.",,
LagisRoss,2020-01-28 22:59:13,RT @CauseWereGuys: Patrick Mahomes might as well win a Super Bowl and enter the NBA draft all in the same year https://t.co/bRgyjnfTdu,,
Thomas22183575,2020-01-28 22:59:13,@jurkzeuss @FOXSports @ShannonSharpe Just replace the letter R wipe it off with alcohol or something,,
ErnieGonzalez08,2020-01-28 22:59:14,"@NFL @49ers Niners are stacked in all departments, hopefully they don't fuck it up, my money is on the niners deffense.",,
AniaVErshova28,2020-01-28 22:59:14,RT @CharissaT: Sunday is my favorite day to shout out orders and have my colleagues look at me with disdain 💜 love you all @NFLonFOX 📷: @Li…,,
NickShepkowski,2020-01-28 22:59:14,@RobbieGould09 @49ers I am ready for #SuperBowl Sunday. 🔥,,
J_Rouse420,2020-01-28 22:59:16,#31 can’t get hurt on no shitty field man @RaheemMP8,,
LWNKCSD,2020-01-28 22:59:17,"RT @stacire: We are just a little excited for the Super Bowl Sunday! @MsChildersRm2 @kchusker @NKCSchools @LWNKCSD @Chiefs 
#lifeinrm2 #Sup…",,
makanahut,2020-01-28 22:59:18,@FOXSports @ShannonSharpe It’s not about hoops anymore. Especially with children evolved. Way above basketball.,,
dannynesbitt,2020-01-28 22:59:20,RT @library_frank: We are so proud of Kylie and cannot wait to see her on the Super Bowl commercial!! Woohoo!!! @KleinISD @FrankKISD #Promi…,,
CourtneyRCronin,2020-01-28 22:59:22,"RT @SarahSpain: It's @SpainandCompany NOW on @espnradio! 

@CourtneyRCronin joins me to talk Super Bowl Opening Night, the weirdest SB LIV…",,
Jeff_McLane,2020-01-28 22:59:22,"MIAMI — If Chiefs’ Mike Kafka is no longer a possibility, #Eagles could have interest in 49ers’ Mike McDaniel and Mike LaFleur.

Kyle Shanahan assistants could be the new-idea offensive coordinator Doug Pederson is looking for.

My story: https://t.co/45vDSI3lmY",,
KWalsh007,2020-01-28 22:59:27,"RT @RocketMortgage: Halftime = $500,000 winner.
End of Super Bowl LIV = $500,000 winner.

Enter for FREE for your chance to win one of TWO…",,
bely0709,2020-01-28 22:59:29,@Chiefs Go chiefs!!!! 💞,,
garylphoto,2020-01-28 22:59:29,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
Nick_Brown22,2020-01-28 22:59:29,Poverty ass school 😂😭😂😭,,
a_beck35,2020-01-28 22:59:29,RT @247Sports: Report: NFL and San Francisco 49ers deemed University of Miami practice field unsafe prior to Super Bowl week; after initial…,,
modbee,2020-01-28 22:59:30,"“I think I’ve heard Kittle say he kind of patterns his game after what Kelce has done, and then you know how I feel about Kelce. I think he’s the best in the business at what he does,” Andy Reid said. https://t.co/q3OqIv5UoZ",,
Marcusta,2020-01-28 22:59:31,@KevinArzola4 @trevcampbell6 @enchantedskillz @LucasMatthew14 @JWright929espn @danorlovsky7 @49ers But also chefs played without mahomes and an injured mahomes a few games. But still #3. Healthy mahomes all year chiefs would be 1,,
Ed95405997,2020-01-28 22:59:32,RT @PeterGrandich: Shame on you FOX Sports with all the crap that you allow on the air. The raw truth of this terrible act should be shown…,,
YNGR49,2020-01-28 22:59:33,RT @BaldyNFL: .@49ers #K’WaunWilliams is the “Nickel” CB for the #49ers and it’s a role that is vital to their success in all phases having…,,
ShakiraVitium,2020-01-28 22:59:33,"RT @abbyluschei: It's almost the #SuperBowl! Yay, sports! If your team didn't make it (like mine), and now you are low-key mostly watching…",,
BulldogTCOB,2020-01-28 22:59:34,Can we talk about how Giant Youth Andy Reid only tossed that ball 20-25 yards?,,
haxorize,2020-01-28 22:59:37,Abject poverty.,,
chadalenduff,2020-01-28 22:59:37,"RT @TheHerd: ""We were best friends instead of Father-Son. I took all that in... I was so lucky."" 

Joe @Buck joins us from Miami and talks…",,
TellMeMoreKid,2020-01-28 22:59:37,RT @NolanRogers14: Two of my favorite chiefs players of all time comes the great Derrick Thomas and future great Patrick mahomes https://t.…,,
ra_romero88,2020-01-28 22:59:39,"RT @JoriEpstein: Cowboys Hall of Famer Troy Aikman on Kobe Bryant: ""We never know when our time’s going to come. But whenever the time come…",,
nandosports,2020-01-28 22:59:39,"“I think I’ve heard Kittle say he kind of patterns his game after what Kelce has done, and then you know how I feel about Kelce. I think he’s the best in the business at what he does,” Andy Reid said. https://t.co/YNfjrrmzoE",,
JimCosta_,2020-01-28 22:59:39,"Looking at Jimmy G vs Mahomes side by side since Mahomes got back from injury in week 10.

Garoppolo: 1924 yards, 13 TD, 5 INT, 71% passer, 9 YPA

Mahomes: 1851 yards, 11 TD, 4 INT, 67% passer, 7 YPA",,
SuanneKing70,2020-01-28 22:59:40,@cwotd @Chiefs @FS1 @nflnetwork I cried like a baby at work today when I heard you talking about the Chiefs. Only Chiefs fans can understand !!!,,
PalmBeach_Post,2020-01-28 22:59:42,RT @247Sports: Report: NFL and San Francisco 49ers deemed University of Miami practice field unsafe prior to Super Bowl week; after initial…,,
jonatha14106468,2020-01-28 22:59:44,@gninerfan21 @ProFootballTalk And Terry Bradshaw,,
